session_id,user_id,movie_id,watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,location_country,is_download,user_rating,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
session_026023,user_03121,movie_0037,5/2/25,Desktop,47.1,43.9,paused,4K,USA,True,2.0,dustinlewis@example.net,Erika,Ramirez,48.0,Female,USA,Tennessee,Aliciafurt,Standard,2023-06-28,True,14.09,Gaming Console,3.0,2022-10-30 03:21:44.530388,Empire King,TV Series,Comedy,,2011,51.0,TV-G,French,USA,,,,5.0,23.0,False,2025-05-02,False
session_012965,user_01756,movie_0119,3/6/25,Tablet,31.6,28.7,started,SD,USA,True,,christopher42@example.net,Lawrence,Ayala,27.0,Female,USA,Washington,South Gary,Premium+,2024-09-21,True,17.41,Desktop,1.0,2024-07-24 12:44:25.884428,Little Warrior,Documentary,Action,Adventure,2019,98.0,G,Hindi,South Korea,8.5,,,,,False,2025-07-26,True
session_017892,user_01523,movie_0548,3/28/24,Tablet,50.8,50.3,started,HD,USA,True,,bobby90@example.com,Cynthia,Graham,33.0,Female,USA,Michigan,North Clayton,Premium,2023-07-28,False,22.23,Gaming Console,3.0,2023-11-18 18:44:17.487059,Story Hero,Documentary,Comedy,Adventure,1990,92.0,R,English,Germany,,,,,,False,2024-04-13,False
session_003481,user_05521,movie_0064,8/22/24,Mobile,65.4,10.3,completed,HD,USA,False,,doylealexander@example.com,Hannah,Bonilla,53.0,Female,Canada,Saskatchewan,North Stephanie,Premium,2024-10-05,False,17.66,Mobile,,2025-03-08 22:05:40.697484,Last City,Documentary,Animation,Crime,1994,115.0,TV-PG,Japanese,South Korea,5.8,,,,,False,2021-07-03,False
session_026058,user_00663,movie_0886,5/26/24,Laptop,118.6,47.2,completed,Ultra HD,Canada,True,,floydtina@example.net,Monica,Hernandez,27.0,Male,USA,Indiana,Jamesmouth,Standard,2022-09-24,True,23.9,Gaming Console,2.0,2022-09-15 17:29:34.065241,Empire King,Stand-up Comedy,Adventure,,2015,51.0,R,German,Canada,5.7,,,,,False,2023-12-17,False
session_021984,user_09875,movie_0940,9/26/25,Smart TV,80.4,33.5,started,HD,USA,True,,matthewlamb@example.com,Jesse,Ramirez,32.0,Male,USA,North Carolina,Lake David,Premium,2024-11-28,True,14.89,Laptop,,2023-03-11 06:18:44.429267,Fire Warrior,Limited Series,Documentary,,2016,69.0,TV-PG,English,USA,7.5,,,,146.0,False,2020-11-15,False
session_031835,user_09586,movie_0483,6/24/24,Tablet,13.8,11.1,completed,4K,USA,True,3.0,ntate@example.net,Scott,Smith,47.0,Male,USA,Virginia,East Robin,Basic,2023-06-29,True,9.3,Smart TV,1.0,2024-12-30 21:18:40.394151,War Journey,Movie,Family,Thriller,2018,170.0,R,English,USA,4.0,1509950.0,9208234.0,,,False,2023-01-26,False
session_006864,user_09714,movie_0130,4/22/25,Desktop,84.7,87.7,completed,HD,USA,True,,austinmarshall@example.com,Samantha,Hunt,49.0,Male,USA,New York,South Kristine,Premium+,2024-05-12,True,,Laptop,1.0,2023-05-03 04:25:01.374599,Last House,Movie,Action,,1990,36.0,NC-17,English,Japan,6.4,10949397.0,45443003.0,,,False,2020-11-19,False
session_050490,user_02511,movie_0967,8/4/25,Smart TV,95.1,11.6,started,HD,USA,False,,robert51@example.org,Richard,Stanley,42.0,,USA,North Carolina,North Claudiastad,Premium,2023-03-29,True,9.02,Smart TV,4.0,2023-01-20 11:49:29.081408,Our Adventure,TV Series,Adventure,,2017,66.0,TV-G,German,USA,7.0,,,11.0,107.0,False,2025-04-20,False
session_002382,user_01170,movie_0868,3/17/24,Smart TV,29.6,35.3,started,HD,Canada,False,,stephenjohnson@example.net,James,Bradley,49.0,Female,USA,Virginia,West Christophertown,Premium,2025-06-04,True,10.88,Tablet,2.0,2022-08-15 16:51:23.977226,War Empire,TV Series,Crime,Horror,1965,77.0,PG-13,English,France,6.5,,,1.0,150.0,False,2021-09-29,False
session_075864,user_07442,movie_0852,10/3/24,Laptop,20.5,82.1,paused,HD,Canada,False,2.0,tpratt@example.org,Lynn,Harrison,17.0,Male,USA,Virginia,East Samantha,Premium,2022-10-26,True,15.51,Tablet,,2024-03-07 23:28:43.729437,Dream Hero,TV Series,Family,Western,2004,34.0,TV-PG,English,Canada,,,,8.0,58.0,False,2025-04-28,True
session_004821,user_02331,movie_0867,4/3/25,Laptop,97.7,29.0,paused,4K,USA,False,,maria11@example.net,Victoria,Frye,22.0,Female,USA,Maryland,North Patriciabury,Premium,2024-09-15,True,25.77,Gaming Console,,2024-06-02 19:49:41.245675,Story Legend,Documentary,Mystery,,2008,103.0,TV-G,Spanish,South Korea,9.6,,,,,False,2022-04-21,True
session_071061,user_07510,movie_0814,12/16/25,Laptop,27.0,12.4,paused,4K,USA,True,,davisheather@example.org,Robert,Washington,28.0,Other,USA,Washington,South Lisa,Standard,2024-01-25,False,23.6,Desktop,2.0,2022-09-13 05:10:40.713451,Adventure Legend,TV Series,Adventure,,2004,62.0,TV-Y7,Korean,USA,6.3,,,11.0,13.0,False,2022-03-04,False
session_042740,user_05755,movie_0464,12/2/25,Mobile,42.9,57.2,paused,HD,USA,False,4.0,sharon62@example.org,Billy,Bowers,17.0,,Canada,New Brunswick,West Brandon,Basic,2023-02-24,True,27.93,Laptop,2.0,2024-05-15 14:22:35.286350,Old House,Limited Series,Sport,,1993,38.0,TV-Y,English,USA,4.9,,,6.0,176.0,False,2021-05-04,True
session_065596,user_06051,movie_0272,10/27/24,Laptop,36.5,72.5,started,SD,USA,False,,angela34@example.net,Derek,Munoz,24.0,Male,USA,Georgia,Port Sarah,Premium,2022-08-17,False,24.07,Tablet,2.0,2024-09-05 11:11:03.332726,Day Fire,Movie,Family,,2024,127.0,TV-Y,English,South Korea,6.9,4158763.0,214080071.0,,,False,2021-12-20,True
session_021402,user_08149,movie_0796,12/9/25,Mobile,16.3,9.0,paused,HD,USA,False,,karencrawford@example.com,Michael,Harris,,,Canada,Nova Scotia,West Sandra,Standard,2024-05-24,True,23.49,Smart TV,,2025-02-25 03:04:04.290467,Bright Mystery,Movie,War,Documentary,1999,140.0,TV-14,English,USA,,301637.0,12090436.0,,,True,2022-12-13,False
session_080488,user_07958,movie_0205,8/21/24,Smart TV,80.3,90.5,completed,SD,USA,False,,christianshawn@example.net,Gordon,Thomas,53.0,Female,USA,New Jersey,Stanleystad,Basic,2024-04-28,False,21.82,Mobile,4.0,2023-11-13 23:30:31.628230,Adventure Legend,TV Series,Drama,Adventure,2021,73.0,R,Japanese,USA,6.5,,,2.0,109.0,False,2020-11-18,False
session_034836,user_04136,movie_0843,7/21/24,Laptop,19.0,,started,HD,USA,False,,lisajohnson@example.org,Rebecca,Williams,29.0,Prefer not to say,USA,Michigan,Thorntonton,Premium+,2024-12-13,True,2.31,Tablet,2.0,2024-02-19 13:12:56.144109,War Fire,Movie,Comedy,Family,1998,60.0,PG-13,English,USA,4.8,2630439.0,,,,False,2024-03-28,False
session_046831,user_02158,movie_0527,12/1/24,Mobile,44.9,66.4,paused,4K,USA,False,3.0,melaniegonzales@example.org,Larry,Foster,,Male,USA,Maryland,West Williamchester,Premium+,2025-03-29,False,9.73,Smart TV,5.0,2023-08-05 15:28:09.527774,Hero Story,Movie,Crime,,1993,95.0,TV-Y7,English,South Korea,,9430381.0,345877.0,,,False,2025-01-22,False
session_019115,user_08141,movie_0439,4/21/25,Smart TV,83.9,43.6,paused,4K,Canada,False,,johnperry@example.com,Abigail,Webb,55.0,Male,USA,California,New Barbaraberg,Premium,2022-10-26,True,22.11,Desktop,,2025-04-11 21:27:57.189914,Little Kingdom,Movie,Documentary,,2023,99.0,TV-Y,English,USA,1.4,1745829.0,1894665.0,,,False,2023-08-08,False
session_026690,user_07996,movie_0080,1/8/25,Tablet,40.1,33.7,stopped,HD,Canada,True,,daniel05@example.org,Jose,Bond,37.0,Male,USA,Arizona,Kevinberg,Premium,2023-11-15,True,25.67,Laptop,2.0,2023-05-10 21:13:35.916002,Day Queen,Movie,Documentary,Documentary,2014,89.0,TV-Y,English,USA,7.8,5453306.0,32981493.0,,,False,2022-12-26,False
session_001305,user_03224,movie_0835,2/4/25,Mobile,,14.9,paused,4K,USA,False,,darlenekelly@example.com,Deborah,Lopez,43.0,Male,USA,Georgia,West Danielleland,Standard,2023-10-18,True,8.42,Tablet,6.0,2023-11-03 11:47:26.203785,Bright Ice,Movie,Mystery,,2021,95.0,TV-14,French,South Korea,7.9,1167789.0,819792.0,,,True,2021-06-10,False
session_072777,user_00648,movie_0247,6/8/25,Tablet,9.7,,stopped,4K,USA,False,,ramosjennifer@example.com,Michaela,Lucero,21.0,Female,USA,Ohio,West Marymouth,Premium,2025-04-20,True,22.84,Smart TV,1.0,2024-02-19 20:02:29.758468,Bright Princess,Documentary,Documentary,,2014,84.0,TV-PG,English,France,6.4,,,,,False,2022-07-16,True
session_027704,user_02904,movie_0822,4/23/24,Desktop,29.4,,paused,4K,USA,False,,maryvelez@example.net,Sally,Butler,,,USA,Arizona,Reynoldston,Premium,2022-09-02,True,9.19,Laptop,1.0,2024-06-09 18:13:06.388963,Family Mystery,TV Series,War,Family,2002,47.0,TV-PG,English,USA,6.8,,,9.0,91.0,False,2021-02-19,False
session_020347,user_05718,movie_0502,9/18/25,Laptop,28.2,83.9,paused,HD,USA,True,,sdavis@example.org,Travis,Russell,45.0,,Canada,Manitoba,East Becky,Premium,2022-10-22,True,53.68,Smart TV,2.0,2024-03-04 14:50:49.411880,Love Legend,Stand-up Comedy,Sci-Fi,Crime,1993,51.0,TV-Y7,Spanish,USA,6.0,,,,,False,2024-02-16,False
session_063140,user_09342,movie_0321,9/12/24,Tablet,25.1,30.0,paused,SD,Canada,False,,james08@example.com,William,Franklin,55.0,Female,USA,Wisconsin,Craneview,Standard,2023-01-26,True,5.36,Desktop,5.0,2024-06-30 15:19:29.793353,First Family,Stand-up Comedy,Comedy,,2014,534.0,TV-MA,English,Germany,,,,,,False,2024-03-24,True
session_048552,user_06911,movie_0026,1/5/25,Desktop,48.0,5.6,started,SD,USA,False,5.0,gary41@example.com,Dawn,Little,,Prefer not to say,USA,Virginia,Shannonmouth,Standard,2025-04-06,True,24.29,Mobile,1.0,2024-02-06 12:25:50.507606,Last Love,TV Series,Comedy,,2000,78.0,PG,English,India,8.6,,,10.0,121.0,False,2025-02-23,False
session_000254,user_05540,movie_0487,12/26/24,Desktop,60.1,90.3,stopped,SD,USA,True,,obass@example.com,Zachary,Jones,53.0,Female,USA,Pennsylvania,New Randyview,Basic,2024-01-09,True,14.19,Tablet,1.0,2022-10-24 07:35:36.675445,Mystery Secret,Documentary,History,Biography,1999,75.0,TV-Y7,Korean,USA,6.6,,,,,False,2021-05-26,False
session_081503,user_03699,movie_0519,7/17/24,Desktop,132.8,37.9,completed,HD,USA,False,,smurphy@example.org,Aaron,Anderson,33.0,Female,USA,Georgia,New Chelsea,Standard,2022-12-26,True,17.36,Mobile,5.0,2023-10-23 13:19:25.457717,Quest House,Documentary,Fantasy,Drama,2020,98.0,TV-PG,English,USA,5.9,,,,,False,2025-06-11,False
session_089523,user_08053,movie_0108,2/23/25,Tablet,64.0,12.2,paused,4K,USA,False,4.0,kevin60@example.com,Antonio,White,,Male,Canada,Manitoba,Fowlermouth,Standard,2023-02-18,True,32.42,Tablet,,2024-08-22 03:05:04.677262,First Phoenix,Movie,Fantasy,,2000,128.0,TV-G,Italian,USA,7.8,747506.0,151826737.0,,,False,2021-03-14,True
session_034130,user_05009,movie_0897,1/26/24,Desktop,23.5,63.0,completed,HD,USA,False,5.0,angelaharvey@example.com,Lance,Olson,54.0,Male,USA,Pennsylvania,Smithburgh,Basic,2024-02-25,False,31.54,Mobile,1.0,2023-01-06 19:06:04.104728,First Storm,Movie,Western,,1995,456.0,TV-MA,English,USA,9.5,,,,,True,2021-03-10,False
session_050932,user_02396,movie_0643,5/31/25,Laptop,,53.2,started,HD,USA,False,5.0,ydavenport@example.net,George,Schultz,44.0,Female,USA,California,Mitchellfurt,Basic,2023-02-14,True,20.64,Smart TV,2.0,2023-07-16 16:44:59.868798,Fire Phoenix,TV Series,Drama,,2018,45.0,TV-Y7,Japanese,South Korea,5.3,,,11.0,91.0,False,2020-09-07,True
session_021351,user_09056,movie_0932,7/20/24,Mobile,44.6,91.2,completed,SD,USA,False,,dustin61@example.org,Ivan,Terry,48.0,Female,USA,Virginia,Crystalville,Premium+,2024-03-06,True,73.54,Smart TV,2.0,2023-09-11 14:11:19.112400,Hero Empire,Limited Series,Sci-Fi,Adventure,1992,63.0,NC-17,English,USA,9.0,,,6.0,46.0,False,2021-04-22,False
session_058701,user_07332,movie_0871,3/18/25,Tablet,43.0,63.7,completed,HD,USA,False,,dominique19@example.com,Todd,Little,22.0,Male,Canada,Ontario,Villashire,Standard,2025-02-09,True,12.08,Gaming Console,4.0,2023-02-03 03:20:48.339199,Princess City,TV Series,Animation,,1994,80.0,G,English,USA,5.6,,,2.0,144.0,True,2023-01-01,False
session_020525,user_01686,movie_0135,2/25/25,Mobile,84.6,46.6,stopped,HD,USA,False,,nlogan@example.org,Aaron,Walker,33.0,Male,USA,Illinois,East Glennchester,Premium,2025-03-08,False,12.81,Desktop,1.0,2025-03-29 04:35:58.672684,Princess House,Movie,Western,,2016,73.0,TV-G,Japanese,USA,5.3,,196392638.0,,,False,2023-08-10,False
session_021050,user_01843,movie_0570,7/2/24,Smart TV,26.2,26.4,started,SD,USA,False,,andrew52@example.com,Jacob,Johnson,36.0,Female,Canada,Manitoba,Cookfort,Basic,2024-01-11,True,3.55,Tablet,6.0,2025-05-30 14:59:43.098646,Mission Storm,Stand-up Comedy,Sci-Fi,War,1999,87.0,TV-G,German,USA,5.8,,,,,False,2023-08-31,False
session_022575,user_06679,movie_0805,12/4/24,Smart TV,63.7,70.4,stopped,HD,USA,True,,mford@example.com,Stephen,Koch,33.0,Male,Canada,Prince Edward Island,South Donald,Basic,2022-08-18,True,9.23,Gaming Console,3.0,2025-06-14 18:41:55.887414,Family Kingdom,Stand-up Comedy,Action,Adventure,1990,70.0,NC-17,English,France,2.9,,,,,True,2024-11-23,False
session_023791,user_00289,movie_0186,2/29/24,Smart TV,61.3,5.7,completed,HD,Canada,False,3.0,catherine93@example.net,Jerry,Howard,-0.0,,USA,Florida,New Meghan,Standard,2024-09-20,False,30.82,Desktop,4.0,2023-02-20 15:46:23.417874,Old House,TV Series,Comedy,,1999,70.0,TV-G,English,USA,,,,9.0,151.0,False,2024-03-08,True
session_033552,user_00313,movie_0350,9/13/24,Laptop,26.1,35.7,completed,HD,Canada,True,,pmurphy@example.net,Christopher,Clay,33.0,Other,Canada,New Brunswick,Lake Edward,Premium,2023-10-03,True,7.9,Laptop,5.0,2023-03-05 11:11:31.630860,Dragon Hero,Movie,History,Family,2020,91.0,G,English,South Korea,8.0,16253067.0,,,,False,2021-08-19,True
session_072548,user_09478,movie_0962,4/14/24,Laptop,123.6,21.6,stopped,HD,Canada,True,,jeffrey21@example.org,Michael,Mahoney,43.0,Female,USA,Indiana,Nguyenview,Premium+,2025-06-25,False,,Smart TV,,2024-11-22 21:59:10.719723,City Ice,TV Series,History,,2018,45.0,TV-PG,English,USA,6.8,,,9.0,198.0,False,2022-05-03,True
session_083758,user_05996,movie_0463,6/12/25,Laptop,57.0,30.3,paused,HD,USA,True,,brownteresa@example.org,Thomas,Allen,48.0,Male,USA,Indiana,Cookville,Standard,2023-06-07,True,21.94,Tablet,3.0,2024-01-28 03:38:22.840802,Phoenix Day,TV Series,Comedy,,2007,28.0,TV-14,English,USA,8.3,,,13.0,166.0,False,2022-11-14,False
session_048472,user_02780,movie_0440,1/5/25,Laptop,7.5,19.3,stopped,HD,USA,False,,austin05@example.net,Audrey,Mann,40.0,Female,USA,New Jersey,Walkerbury,Premium+,2024-02-23,True,21.32,Tablet,1.0,2023-10-24 16:17:02.750320,Love War,Movie,Biography,Animation,2023,132.0,TV-G,Hindi,USA,7.4,8101114.0,18148075.0,,,True,2021-08-30,False
session_025180,user_06832,movie_0523,6/26/25,Mobile,76.1,87.0,paused,HD,USA,False,,christopherjohnson@example.com,Jacqueline,Montes,40.0,Male,USA,Pennsylvania,Mendezmouth,Basic,2024-04-24,True,20.96,Gaming Console,8.0,2024-10-21 18:58:35.182417,Mystery War,Movie,Fantasy,,1981,159.0,G,Italian,South Korea,6.9,5347853.0,30379004.0,,,False,2023-12-08,False
session_025186,user_09353,movie_0524,9/5/25,Desktop,113.6,45.9,paused,4K,USA,False,,tpacheco@example.net,Lisa,Woods,32.0,Female,Canada,New Brunswick,West Michellehaven,Standard,2024-01-18,True,,Gaming Console,3.0,2024-07-06 14:26:46.500717,Kingdom City,Movie,Crime,,2019,105.0,TV-PG,English,Germany,4.3,8179501.0,,,,False,2023-02-07,False
session_078697,user_09518,movie_0853,10/31/24,Tablet,41.8,26.1,started,HD,Canada,True,,lopezrichard@example.org,Sandra,Atkins,31.0,Prefer not to say,USA,Michigan,East Miranda,Premium,2025-07-14,True,7.53,Smart TV,,2023-01-04 00:11:49.361158,Family Journey,TV Series,Fantasy,,2018,37.0,TV-Y,French,South Korea,,,,7.0,25.0,False,2021-09-08,True
session_070298,user_07669,movie_0552,4/2/24,Tablet,30.8,,started,HD,USA,True,,wrivera@example.org,Nichole,Taylor,48.0,Male,Canada,New Brunswick,Bensonshire,Standard,2023-02-24,True,18.22,Desktop,5.0,2022-12-24 12:41:10.868369,A Mission,Documentary,Romance,,2017,88.0,TV-14,English,UK,,,,,,True,2025-01-17,True
session_025957,user_08139,movie_0445,10/2/24,Smart TV,74.4,82.3,paused,HD,USA,True,,gporter@example.com,David,Cochran,22.0,Male,Canada,Quebec,Hopkinsburgh,Premium+,2025-03-09,True,27.22,Desktop,1.0,2024-04-24 11:15:05.802604,Secret Family,Movie,Thriller,Fantasy,1999,76.0,TV-Y7,English,UK,4.6,460104.0,11699392.0,,,False,2022-08-05,False
session_083560,user_09971,movie_0053,9/25/25,Desktop,52.9,12.7,completed,HD,USA,False,,chungnicholas@example.com,William,Neal,55.0,Female,USA,Tennessee,Burchland,Premium,2025-03-03,True,10.34,Smart TV,2.0,2024-03-27 14:53:27.844742,Princess City,Documentary,History,,2018,90.0,TV-Y7,English,Canada,4.7,,,,,False,2022-02-28,False
session_073533,user_03284,movie_0949,10/12/25,Smart TV,82.9,93.4,paused,HD,Canada,True,,dickersonscott@example.org,Marisa,Harris,46.0,Female,USA,Texas,Michaelbury,Premium,2025-03-05,True,17.96,Gaming Console,2.0,2023-03-12 10:50:40.398751,Warrior Adventure,Movie,History,Adventure,2006,106.0,G,Italian,USA,6.0,10082632.0,2344323.0,,,False,2023-10-16,True
session_026026,user_00011,movie_0791,5/21/24,Desktop,35.6,,started,HD,USA,False,,kristenaguirre@example.org,Collin,Gomez,67.0,Female,USA,Ohio,Shieldston,Basic,2022-10-07,True,556.13,Desktop,2.0,2024-12-27 07:05:50.526519,City Fire,TV Series,Documentary,,2023,36.0,PG,English,Canada,6.1,,,3.0,144.0,False,2021-05-06,False
session_049535,user_04299,movie_0075,11/24/24,Mobile,37.3,34.2,completed,HD,USA,False,,sarahblake@example.org,Cory,Foster,29.0,Male,Canada,British Columbia,North Gabriellemouth,Standard,2025-07-03,True,4.42,Smart TV,3.0,2023-01-29 06:07:07.097760,War Hero,TV Series,Animation,Crime,2016,18.0,TV-PG,English,USA,6.5,,,1.0,177.0,False,2023-04-21,True
session_039211,user_07095,movie_0157,8/8/24,Laptop,26.9,76.0,paused,HD,Canada,False,,wjohnson@example.com,Jose,Patel,24.0,Female,USA,Texas,Brewerside,Basic,2024-10-30,True,9.29,Smart TV,3.0,2025-07-21 02:47:45.309616,Last Ice,Documentary,Sport,,2001,77.0,R,German,USA,10.0,,,,,False,2022-02-15,False
session_059494,user_02422,movie_0005,3/8/24,Mobile,17.4,,stopped,HD,Canada,False,2.0,andreahenry@example.org,Andrew,Fletcher,36.0,Female,USA,Arizona,Jenniferton,Premium,2024-12-05,True,2.18,Tablet,3.0,2024-06-04 20:33:52.279593,Warrior Mission,Documentary,Sport,Mystery,2015,91.0,TV-G,English,USA,3.1,,,,,False,2023-06-15,False
session_056486,user_08066,movie_0329,5/20/24,Desktop,120.1,65.3,completed,4K,USA,False,,michaelmatthew@example.com,Jason,Thomas,60.0,Male,Canada,Manitoba,Davidview,Premium,2024-02-13,True,5.88,Laptop,3.0,2023-03-19 07:46:05.693238,Battle Phoenix,Stand-up Comedy,Documentary,,2021,49.0,TV-Y7,English,USA,6.6,,,,,False,2025-07-25,True
session_033705,user_05441,movie_0416,7/5/24,Tablet,45.3,,completed,HD,USA,False,,jennaholland@example.com,Bailey,Scott,41.0,Female,Canada,Ontario,Michaelfurt,Standard,2023-03-08,False,21.36,Mobile,5.0,2023-03-06 15:38:49.267338,A Mystery,Stand-up Comedy,Mystery,,1992,45.0,R,Spanish,USA,9.1,,,,,False,2021-06-11,False
session_009075,user_02234,movie_0053,6/18/25,Mobile,35.3,38.0,completed,HD,USA,False,2.0,imontes@example.net,Jeffrey,Hall,16.0,,USA,North Carolina,Morrisonburgh,Basic,2023-09-05,True,4.1,Desktop,2.0,2023-09-24 13:32:23.692837,Princess City,Documentary,History,,2018,90.0,TV-Y7,English,Canada,4.7,,,,,False,2022-02-28,False
session_013130,user_07230,movie_0065,11/16/25,Smart TV,77.6,60.4,started,4K,USA,False,,kmiller@example.net,Brian,Meadows,,Male,USA,California,Lindashire,Basic,2024-12-11,True,5.61,Tablet,2.0,2024-10-14 04:48:12.344264,Day Queen,Movie,Sport,,1991,109.0,TV-14,Italian,USA,,11397312.0,32147534.0,,,True,2024-11-16,False
session_027952,user_02679,movie_0179,9/25/25,Smart TV,22.8,11.3,started,HD,USA,False,,stevenashley@example.org,Marissa,Aguilar,35.0,,USA,Massachusetts,Steinshire,Premium,2023-09-14,True,22.13,Gaming Console,1.0,2022-11-10 20:44:22.469038,Battle Empire,TV Series,Documentary,,2014,41.0,TV-PG,Spanish,UK,0.8,,,6.0,20.0,True,2023-03-30,False
session_097769,user_00338,movie_0678,2/6/25,Laptop,93.6,2.6,stopped,SD,USA,True,,brian12@example.net,Tyler,Santiago,15.0,Male,USA,California,Lake Michaelborough,Premium,2023-05-04,True,,Gaming Console,,2022-09-19 12:49:27.092835,Secret Legend,Documentary,Documentary,Family,2005,97.0,TV-Y7,French,USA,,,,,,False,2023-06-25,False
session_010853,user_00544,movie_0889,10/5/25,Tablet,129.0,66.3,completed,HD,Canada,False,,vgonzalez@example.org,Matthew,Lewis,,Male,USA,Florida,West Shawnside,Standard,2025-06-06,True,21.68,Mobile,1.0,2024-07-04 13:38:30.044045,Love Princess,Stand-up Comedy,Crime,War,2002,71.0,TV-Y,Spanish,Japan,5.9,,,,,False,2024-06-21,False
session_060887,user_02332,movie_0791,7/13/25,Mobile,143.8,30.4,stopped,4K,USA,False,,rivasedward@example.com,Lauren,Hogan,31.0,Female,USA,Michigan,Lawsonchester,Premium,2025-02-15,False,5.42,Laptop,1.0,2025-04-29 05:00:05.271019,City Fire,TV Series,Documentary,,2023,36.0,PG,English,Canada,6.1,,,3.0,144.0,False,2021-05-06,False
session_056901,user_04562,movie_0776,11/15/24,Laptop,40.4,98.3,started,SD,USA,True,5.0,danieljenkins@example.org,Samantha,Brown,31.0,,USA,Wisconsin,Brookemouth,Basic,2023-02-20,True,38.85,Gaming Console,3.0,2024-12-14 08:06:11.316393,My Quest,TV Series,Sport,Sci-Fi,2016,38.0,TV-PG,English,USA,8.6,,,6.0,90.0,False,2023-12-09,False
session_039302,user_00820,movie_0115,2/10/24,Smart TV,42.4,,completed,HD,USA,True,,mannerik@example.net,John,Chavez,,Female,USA,Virginia,Port Ryan,Premium+,2023-04-10,True,21.3,Tablet,2.0,2023-02-01 15:34:35.848064,War Dragon,Movie,Crime,,2021,69.0,NC-17,English,USA,6.0,18860431.0,57338013.0,,,True,2021-04-09,False
session_084169,user_03002,movie_0444,8/10/24,Smart TV,97.8,45.1,stopped,4K,USA,False,,andrew04@example.com,Charles,York,,Male,Canada,Quebec,North Sierra,Premium,2024-10-06,True,10.68,Tablet,1.0,2024-01-29 12:07:18.762784,Dragon Mystery,TV Series,Romance,,2010,58.0,TV-Y,English,USA,7.8,,,3.0,129.0,False,2023-03-23,True
session_006498,user_03498,movie_0444,8/24/25,Smart TV,105.6,,started,4K,USA,False,,sjohnson@example.org,James,Hall,46.0,Female,Canada,Saskatchewan,New Kenneth,Basic,2023-06-03,False,3.76,Gaming Console,2.0,2024-12-31 18:38:03.314489,Dragon Mystery,TV Series,Romance,,2010,58.0,TV-Y,English,USA,7.8,,,3.0,129.0,False,2023-03-23,True
session_093886,user_01639,movie_0034,8/23/24,Smart TV,,,started,HD,Canada,False,,joshuagonzalez@example.org,Samantha,Alexander,35.0,Female,USA,Virginia,Smithstad,Premium+,2024-01-07,False,,Laptop,,2025-01-22 18:32:45.039672,Mission Kingdom,TV Series,War,Horror,2018,48.0,TV-PG,English,India,7.7,,,14.0,138.0,True,2023-10-22,True
session_080562,user_07894,movie_0701,5/1/25,Mobile,53.4,10.5,stopped,4K,USA,True,,daniel14@example.org,Sarah,Rojas,30.0,Female,USA,Arizona,West Davidstad,Premium+,2024-09-05,True,5.55,Smart TV,5.0,2023-01-11 11:22:05.745623,Adventure Mission,Limited Series,Animation,History,2012,74.0,NC-17,Hindi,Canada,4.9,,,2.0,197.0,False,2024-05-08,False
session_054027,user_05554,movie_0676,7/4/24,Tablet,31.3,40.4,stopped,SD,USA,True,4.0,douglascline@example.net,Brittney,Herrera,53.0,Female,USA,Virginia,Browntown,Premium,2025-02-26,True,6.96,Gaming Console,6.0,2024-06-12 16:12:17.788216,Dream Hero,Movie,Adventure,Adventure,2004,174.0,TV-Y7,English,France,9.0,416301.0,268961079.0,,,True,2024-02-04,False
session_068299,user_09211,movie_0852,1/2/24,Tablet,94.3,97.5,stopped,HD,Canada,False,,kevinwest@example.com,Jeremy,Rhodes,27.0,,USA,Missouri,Codyview,Premium,2023-06-06,True,6.02,Laptop,1.0,2023-11-12 22:10:19.945495,Dream Hero,TV Series,Family,Western,2004,34.0,TV-PG,English,Canada,,,,8.0,58.0,False,2025-04-28,True
session_048102,user_09760,movie_0510,6/29/25,Tablet,131.9,55.3,stopped,HD,USA,False,,heathercole@example.org,Jonathan,Jacobs,44.0,,USA,Ohio,Julieside,Premium,2023-01-09,True,2.43,Gaming Console,1.0,2024-03-23 06:02:48.776519,Queen Kingdom,Movie,History,,2015,100.0,PG,Japanese,USA,0.7,,,,,True,2020-12-23,True
session_093358,user_06702,movie_0541,6/27/25,Laptop,51.4,48.4,stopped,HD,USA,False,,shane49@example.org,Aaron,Patterson,8.0,Male,USA,Illinois,New Gabriel,Standard,2023-07-30,True,10.6,Laptop,2.0,2023-02-18 11:44:05.255877,Princess Love,Documentary,Adventure,,2024,76.0,TV-G,Japanese,USA,4.8,,,,,False,2021-02-28,False
session_019855,user_05263,movie_0926,11/4/24,Laptop,43.9,31.8,stopped,HD,USA,False,,rwade@example.org,Michael,Moore,57.0,Other,USA,Arizona,Ortizfort,Standard,2023-09-08,False,11.23,Mobile,2.0,2022-08-28 22:58:38.747843,Family Queen,Movie,Sci-Fi,Action,2024,125.0,NC-17,Spanish,USA,,,10714224.0,,,False,2024-05-02,False
